product_id,store_id,price,promotion,holiday,past_sales,demand,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_month_end,is_month_start,month_sin,month_cos,dow_sin,dow_cos,category_Electronics,category_Food,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,ewma_7,ewma_30,sales_momentum,sales_acceleration,promo_impact,promo_discount,holiday_promo,price_log,price_bucket,price_per_unit,demand_volatility
15,2,44.01,1,1,282,279,2023,12,20,2,51,4,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,True,179.0,23.0,26.0,157.0,74.57142857142857,64.9072598478197,22.0,179.0,70.21428571428571,57.73570894959279,15.0,179.0,110.8,70.72745162801431,15.0,236.0,88.76927589002005,97.47529091086108,-96.0,-167.0,0.022722108611679163,44.01,1,3.806884687304841,0,0.15606382978723404,0.8222786625577815
15,2,759.08,0,0,80,80,2022,11,17,3,46,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,True,False,279.0,45.0,33.0,75.0,111.14285714285714,95.78348600085609,22.0,279.0,88.28571428571429,78.64176671799453,15.0,279.0,114.86666666666666,76.72824114044155,15.0,279.0,136.3333274833279,110.88274123242549,42.0,104.0,0.0,0.0,0,6.6334236908984945,4,9.4885,0.8907643479384493
15,2,636.54,1,0,122,109,2021,3,27,5,12,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,True,False,80.0,156.0,70.0,191.0,116.14285714285714,92.6164646475427,22.0,279.0,91.64285714285714,77.08796887358587,15.0,279.0,115.03333333333333,76.64404213898364,15.0,279.0,122.24858076552246,108.62285250624696,29.0,110.0,0.0015709931818895908,636.54,0,6.457617020162229,3,5.217540983606557,0.841178148269838
28,3,247.61,1,0,155,176,2022,12,3,5,48,4,1,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,False,True,98.0,257.0,139.0,59.0,138.28571428571428,75.8874479865067,52.0,257.0,129.71428571428572,64.2967023576321,14.0,257.0,126.13333333333334,58.64018472317269,14.0,257.0,116.74457451658265,126.64961399164231,-36.0,-127.0,0.004038609103024918,247.61,0,5.515885403529061,1,1.597483870967742,0.49567942346192145
15,2,714.44,0,0,90,100,2021,11,3,2,44,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,False,True,109.0,55.0,147.0,57.0,109.42857142857143,90.93378019719836,22.0,279.0,94.42857142857143,76.95024794853269,15.0,279.0,112.3,75.29168567002922,15.0,279.0,118.93618602057654,108.6502138556104,-131.0,-166.0,0.0,0.0,0,6.572897738037926,4,7.9382222222222225,0.8149042899239468
15,2,539.57,0,0,95,64,2023,1,5,3,1,1,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,False,False,100.0,22.0,15.0,199.0,115.85714285714286,87.98755323231535,22.0,279.0,91.07142857142857,75.49168500897635,15.0,279.0,113.73333333333333,74.608834335617,15.0,279.0,114.201872005436,108.02765730685252,49.0,221.0,0.0,0.0,0,6.292624138406833,3,5.679684210526316,0.8289283059809168
29,5,796.5,0,0,58,76,2022,2,26,5,8,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False,173.0,216.0,294.0,153.0,171.28571428571428,82.34017708205857,72.0,307.0,147.21428571428572,87.98092325693597,27.0,307.0,146.06666666666666,71.10746278955406,27.0,307.0,159.38285682280736,150.1908993356322,-125.0,-194.0,0.0,0.0,0,6.6814818346589995,4,13.732758620689655,0.5976384888874835
28,3,366.01,0,0,69,59,2021,1,22,4,3,1,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False,176.0,94.0,14.0,102.0,126.71428571428571,59.083879035696036,52.0,202.0,132.35714285714286,65.45768702917015,14.0,257.0,130.03333333333333,57.907466812524945,14.0,257.0,131.56041527029407,130.2946431013277,-139.0,-305.0,0.0,0.0,0,5.905389095639754,2,5.3044927536231885,0.494553490776245
28,3,771.36,1,0,226,191,2023,11,8,2,45,4,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,False,False,59.0,184.0,97.0,126.0,121.71428571428571,63.62052678634018,52.0,202.0,135.57142857142858,60.08290974941246,52.0,257.0,128.6,59.14424214841496,14.0,257.0,113.4184890522247,125.07755570066502,-73.0,66.0,0.0012964115328769964,771.36,0,6.649450762574338,4,3.4130973451327433,0.44318268519060816
7,1,55.66,0,0,75,76,2022,6,24,4,25,2,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,True,False,69.0,267.0,117.0,112.0,154.85714285714286,72.38652860725898,69.0,267.0,137.92857142857142,71.63525591571435,22.0,267.0,137.0,74.90131438467368,22.0,267.0,139.8351848161671,139.38932059796477,160.0,213.0,0.0,0.0,0,4.03706849440237,0,0.7421333333333333,0.519364879761782
28,3,149.78,0,0,78,106,2021,3,7,6,9,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,True,False,191.0,202.0,149.0,83.0,122.71428571428571,64.80667220205619,52.0,202.0,142.28571428571428,60.6901697418676,52.0,257.0,130.76666666666668,60.22640235170855,14.0,257.0,132.8153281338213,129.86010645134462,71.0,79.0,0.0,0.0,0,5.015821820783556,0,1.9202564102564104,0.4265373375432462
13,1,210.02,0,1,216,236,2021,12,22,2,51,4,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,False,98.0,157.0,18.0,229.0,137.42857142857142,30.848323254579732,98.0,179.0,134.35714285714286,62.964711903215616,18.0,259.0,120.1,66.40541627265677,18.0,259.0,124.21661317687925,124.80051744523331,71.0,150.0,0.0,0.0,0,5.351952915713946,1,0.9723148148148149,0.46863687753589506
7,1,299.16,0,0,119,130,2021,1,24,6,3,1,1,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True,76.0,133.0,209.0,213.0,127.57142857142857,57.54666843196961,69.0,233.0,135.0,73.37364859193188,22.0,267.0,135.8,75.6007662796414,22.0,267.0,123.87425085941503,134.70737304878793,59.0,105.0,0.0,0.0,0,5.70431566581786,1,2.513949579831933,0.5435085080883844
5,3,87.81,0,0,156,191,2023,9,13,2,37,3,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,False,False,56.0,171.0,224.0,45.0,109.57142857142857,61.47047297377049,33.0,185.0,137.85714285714286,69.0850725753925,33.0,264.0,128.4,73.846812552323,26.0,303.0,105.42732143474035,127.64628195498662,107.0,228.0,0.0,0.0,0,4.486499256270413,0,0.5628846153846154,0.501135241479531
29,5,689.71,0,0,63,97,2023,12,16,5,50,4,1,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,True,False,76.0,119.0,146.0,184.0,151.28571428571428,86.56349169966572,72.0,307.0,131.64285714285714,78.81781050465214,27.0,307.0,143.5,72.22939987911121,27.0,307.0,138.5343502396936,144.71114507988392,-82.0,-193.0,0.0,0.0,0,6.5377200540558515,4,10.947777777777778,0.5987245507678405
29,5,797.88,0,0,126,112,2023,1,6,4,1,1,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False,97.0,216.0,54.0,70.0,148.14285714285714,88.31275591409691,72.0,307.0,128.14285714285714,79.2181575367446,27.0,307.0,140.6,72.29374943172162,27.0,307.0,128.14971951842404,141.21981385162204,-85.0,-121.0,0.0,0.0,0,6.683210746752299,4,6.332380952380952,0.6182018982800582
29,5,219.58,1,0,99,106,2023,5,2,1,18,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,True,False,112.0,72.0,162.0,78.0,133.28571428571428,83.6176103575363,72.0,307.0,132.28571428571428,76.51287329737252,27.0,307.0,142.0,71.27895660833155,27.0,307.0,124.11198543868099,139.09997069113106,12.0,65.0,0.004554148829583751,219.58,0,5.396260440878001,1,2.217979797979798,0.5783910508440687
29,5,224.29,0,0,73,63,2021,8,27,4,34,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,False,True,106.0,307.0,136.0,123.0,138.14285714285714,80.38952786573752,76.0,307.0,128.28571428571428,76.30347161315652,27.0,307.0,142.93333333333334,70.59204474733109,27.0,307.0,119.5837332124305,136.7177632843058,49.0,144.0,0.0,0.0,0,5.417388461189051,1,3.0724657534246576,0.5947932085658081
19,0,455.58,1,0,54,91,2023,5,25,3,21,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,True,False,227.0,193.0,56.0,108.0,175.57142857142858,44.301456495459014,109.0,227.0,158.64285714285714,51.11767290787488,56.0,227.0,153.8,53.39340008291093,46.0,242.0,181.0246814621091,160.8155651000015,57.0,91.0,0.002195004170507924,455.58,0,6.123763931121466,2,8.436666666666666,0.32221855952735184
3,6,451.88,1,0,138,122,2021,6,7,0,23,2,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,True,False,64.0,118.0,131.0,177.0,143.14285714285714,58.46488567630024,64.0,224.0,144.07142857142858,41.625554809357354,64.0,224.0,143.36666666666667,53.29131606384001,25.0,239.0,135.81634371430957,143.8757913243131,101.0,50.0,0.0022129768965212003,451.88,0,6.1156271897284045,2,3.2744927536231883,0.2889230378438289
15,2,297.89,0,0,157,154,2023,5,8,0,19,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,False,True,64.0,42.0,136.0,174.0,121.85714285714286,81.73010169949336,42.0,279.0,94.57142857142857,72.78071837398258,22.0,279.0,109.23333333333333,73.34927465186023,15.0,279.0,101.65087211319609,104.88242783731889,13.0,107.0,0.0,0.0,0,5.700075612724874,1,1.8973885350318471,0.7695846353744382
7,5,791.61,1,0,85,104,2022,9,30,4,39,3,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,False,True,266.0,89.0,158.0,165.0,156.14285714285714,64.4422960780381,89.0,266.0,140.57142857142858,60.20824666964621,55.0,266.0,156.2,62.604615892396325,42.0,301.0,167.9643222957977,154.3700593871,42.0,42.0,0.001263248316721618,791.61,0,6.675331297381262,4,9.313058823529412,0.4283106978531742
19,0,671.9,0,0,112,135,2023,9,30,5,39,3,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,False,True,91.0,200.0,92.0,82.0,161.0,53.44467544417623,91.0,227.0,161.14285714285714,46.344624022902366,91.0,227.0,153.23333333333332,53.983192360875286,46.0,242.0,158.51549629358027,155.65897388194003,101.0,178.0,0.0,0.0,0,6.511596730194272,4,5.9991071428571425,0.2875996171634012
19,0,261.71,0,0,29,49,2021,2,18,3,7,1,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,False,True,135.0,127.0,153.0,179.0,151.71428571428572,51.13613948964824,91.0,227.0,164.21428571428572,42.69061970724968,91.0,227.0,155.0,52.41610702696327,46.0,242.0,152.63603161369616,154.14722394307145,101.0,250.0,0.0,0.0,0,5.571050762202242,1,9.024482758620689,0.25996897603370833
3,6,335.63,0,0,97,123,2023,5,3,2,18,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,False,122.0,224.0,160.0,102.0,143.71428571428572,58.19711987637156,64.0,224.0,143.42857142857142,41.91147132434542,64.0,224.0,141.53333333333333,53.03982455198874,25.0,239.0,132.36179509534745,142.2600411220549,75.0,52.0,0.0,0.0,0,5.818984404344884,2,3.460103092783505,0.2922114534565916
29,5,711.49,0,0,120,123,2023,6,6,1,23,2,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,False,False,63.0,96.0,27.0,164.0,103.28571428571429,35.12698054067209,63.0,173.0,123.07142857142857,78.20629945679106,27.0,307.0,140.93333333333334,72.01194026152804,27.0,307.0,105.43720040236225,131.45154437345278,66.0,88.0,0.0,0.0,0,6.5687658769565935,4,5.929083333333334,0.6354545515931949
13,1,551.38,1,0,145,134,2023,9,17,6,37,3,1,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,False,False,236.0,156.0,161.0,64.0,148.71428571428572,48.56512564146648,98.0,236.0,149.92857142857142,58.79359500138438,38.0,259.0,120.33333333333333,66.8123121697735,18.0,259.0,152.16620335483447,133.01373285605976,54.0,-8.0,0.001813631252493743,551.38,0,6.314236215231616,3,3.802620689655172,0.3921440352641169
3,6,778.42,0,0,154,128,2021,3,10,2,10,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,False,True,123.0,77.0,127.0,140.0,129.28571428571428,46.27351397114871,64.0,176.0,140.78571428571428,41.952681350868055,64.0,224.0,142.23333333333332,52.637133433460775,25.0,239.0,130.02111119413487,140.850660087195,60.0,110.0,0.0,0.0,0,6.658550053340067,4,5.054675324675324,0.29798961893056963
26,5,204.26,1,1,241,236,2023,12,26,1,52,4,0,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,True,False,82.0,120.0,156.0,144.0,124.28571428571429,33.39018960570247,82.0,173.0,116.42857142857143,43.59201459285561,35.0,173.0,115.46666666666667,53.63653755528539,13.0,203.0,119.19274873829183,116.39059221778204,-54.0,-71.0,0.004895721139723881,204.26,1,5.324277468217568,1,0.8475518672199169,0.3744099412883304
29,5,158.88,0,0,61,82,2023,5,16,1,20,2,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True,123.0,173.0,43.0,62.0,107.14285714285714,35.67178423454853,63.0,173.0,129.92857142857142,73.1820325633956,43.0,307.0,139.56666666666666,71.94810550012745,27.0,307.0,109.82803985922646,130.85193661998895,-95.0,-32.0,0.0,0.0,0,5.074423533843123,0,2.604590163934426,0.5632481890530723
13,3,760.24,1,0,249,230,2023,6,11,6,23,2,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,True,False,212.0,104.0,60.0,66.0,114.28571428571429,51.0807017888174,52.0,212.0,109.5,55.02551855555468,27.0,212.0,119.46666666666667,51.91221591224497,27.0,212.0,128.00229941905565,116.72442407470426,66.0,154.0,0.0013153740923918763,760.24,0,6.634948682648827,4,3.053172690763052,0.5025161511922802
3,6,373.06,1,0,193,217,2021,6,12,5,23,2,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,False,128.0,174.0,130.0,219.0,136.57142857142858,40.29829253147558,64.0,176.0,140.85714285714286,41.928248496425674,64.0,224.0,141.83333333333334,52.70024755116453,25.0,239.0,129.51579532544758,139.91836859375954,146.0,256.0,0.002680533962365303,373.06,0,5.924416212354854,2,1.9329533678756476,0.2976650501774642
13,1,104.3,0,0,72,40,2022,5,29,6,21,2,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True,134.0,179.0,207.0,142.0,145.57142857142858,48.72664275615252,98.0,236.0,148.0,58.845299139092056,38.0,259.0,122.66666666666667,65.994426793602,18.0,259.0,147.62419626049558,133.0859043638549,30.0,64.0,0.0,0.0,0,4.6568134191399295,0,1.448611111111111,0.3976033725614328
